"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","353","fires delete when edit is clicked","ListItemActionMenu","Mon Jan 26 22:00:18 UTC 2026","passed","Mon Jan 26 22:00:18 UTC 2026","","","",""
"","341","navigates to rule details when clicking a rule row","RulesAccordion","Mon Jan 26 22:00:16 UTC 2026","passed","Mon Jan 26 22:00:16 UTC 2026","","","",""
"","0","Will ignore colons after the first and use them as part of the keyword search","Parsing the debounced input for type and keyword values","Mon Jan 26 21:59:49 UTC 2026","passed","Mon Jan 26 21:59:49 UTC 2026","","","",""
"Test cases for TestParseIntQueryParameter","60","TestParseIntQueryParameter","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseIntQueryParameter","TestParseIntQueryParameter"
"","2040","should allow user to create new SAML provder and then display it in the table","SSOConfiguration","Mon Jan 26 21:58:30 UTC 2026","passed","Mon Jan 26 21:58:32 UTC 2026","","","",""
"","183","renders the Rule Tab content when Rule tab is chosen","Selected Details Tab Content","Mon Jan 26 22:00:58 UTC 2026","passed","Mon Jan 26 22:00:58 UTC 2026","","","",""
"","2","succeeds for valid password","testPassword","Mon Jan 26 22:01:46 UTC 2026","passed","Mon Jan 26 22:01:46 UTC 2026","","","",""
"","20","the ID value reflects the URL when it is available","usePZQueryParams","Mon Jan 26 21:59:52 UTC 2026","passed","Mon Jan 26 21:59:52 UTC 2026","","","",""
"Test cases for TestManagementResource_SSOLoginHandler","8","TestManagementResource_SSOLoginHandler","","Mon Jan 26 21:57:43 UTC 2026","passed","Mon Jan 26 21:57:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SSOLoginHandler","TestManagementResource_SSOLoginHandler"
"Test cases for TestManagementResource_GetSelf","0","TestManagementResource_GetSelf","","Mon Jan 26 21:57:17 UTC 2026","passed","Mon Jan 26 21:57:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_GetSelf","TestManagementResource_GetSelf"
"Test cases for TestManagementResource_GetSAMLProvider","4","TestManagementResource_GetSAMLProvider","","Mon Jan 26 21:57:43 UTC 2026","passed","Mon Jan 26 21:57:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_GetSAMLProvider","TestManagementResource_GetSAMLProvider"
"","263","sets a secondary=id and searchType=pathfinding when primary is truthy","ContextMenu","Mon Jan 26 22:02:23 UTC 2026","passed","Mon Jan 26 22:02:24 UTC 2026","","","",""
"","737","renders a button and a menu","CreateMenu","Mon Jan 26 21:58:35 UTC 2026","passed","Mon Jan 26 21:58:36 UTC 2026","","oidc_support feature flag enabled","",""
"","443","navigates to object details when clicking an object row","ObjectsAccordion","Mon Jan 26 22:00:46 UTC 2026","passed","Mon Jan 26 22:00:47 UTC 2026","","","",""
"","680","lists all available node kinds as options to filter by","AssetGroupEdit","Mon Jan 26 21:58:30 UTC 2026","passed","Mon Jan 26 21:58:31 UTC 2026","","Node Type dropdown filter","",""
"","20","should display a badge when role based filtering is true and show filter banner is true","EntityInfoPanel","Mon Jan 26 22:00:52 UTC 2026","passed","Mon Jan 26 22:00:52 UTC 2026","","","",""
"","252","handles creating a new label","Tag Form","Mon Jan 26 21:57:37 UTC 2026","passed","Mon Jan 26 21:57:37 UTC 2026","","","",""
"","381","when a search result is clicked it calls `handleNodeSelected`","ExploreSearchCombobox","Mon Jan 26 21:58:40 UTC 2026","passed","Mon Jan 26 21:58:40 UTC 2026","","","",""
"Test cases for TestResources_ProcessIngestTask","7","TestResources_ProcessIngestTask","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ProcessIngestTask","TestResources_ProcessIngestTask"
"","52","indicates that filters are inactive","AssetGroupEdit","Mon Jan 26 21:58:30 UTC 2026","passed","Mon Jan 26 21:58:30 UTC 2026","","","",""
"","246","renders correctly with requiresCurrentPassword true","PasswordDialog","Mon Jan 26 21:57:53 UTC 2026","passed","Mon Jan 26 21:57:53 UTC 2026","","","",""
"","279","disables any available button toggles if the user lacks the permission","EarlyAccessFeatures","Mon Jan 26 22:02:34 UTC 2026","passed","Mon Jan 26 22:02:35 UTC 2026","","","",""
"Test cases for TestFormatDatabaseErrorNotFound","0","TestFormatDatabaseErrorNotFound","","Mon Jan 26 21:56:43 UTC 2026","passed","Mon Jan 26 21:56:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestFormatDatabaseErrorNotFound","TestFormatDatabaseErrorNotFound"
"Test cases for TestResources_ListAuditLogs","0","TestResources_ListAuditLogs","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs","TestResources_ListAuditLogs"
"","0","returns paramValue as EnvironmentAggregation if paramValue is active-directory","useEnvironmentParams","Mon Jan 26 22:01:45 UTC 2026","passed","Mon Jan 26 22:01:45 UTC 2026","","parseEnvironmentAggregation","",""
"Test cases for TestResources_ShareSavedQueriesPermissions_CanUpdateSavedQueriesPermission","3","TestResources_ShareSavedQueriesPermissions_CanUpdateSavedQueriesPermission","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ShareSavedQueriesPermissions_CanUpdateSavedQueriesPermission","TestResources_ShareSavedQueriesPermissions_CanUpdateSavedQueriesPermission"
"","417","does fires TagToZoneDialog when the Zone option is clicked","TagToZoneLabel","Mon Jan 26 21:57:45 UTC 2026","passed","Mon Jan 26 21:57:45 UTC 2026","","","",""
"","7","uses the discardQueryParams prop to discard all query params on the redirect","AppNavigate","Mon Jan 26 22:00:31 UTC 2026","passed","Mon Jan 26 22:00:31 UTC 2026","","","",""
"","7","Input contains an invalid type","Parsing the debounced input for type and keyword values","Mon Jan 26 21:59:49 UTC 2026","passed","Mon Jan 26 21:59:49 UTC 2026","","","",""
"Test cases for TestErrorReadDomainSIDandNameAsString","0","TestErrorReadDomainSIDandNameAsString","","Mon Jan 26 21:57:20 UTC 2026","passed","Mon Jan 26 21:57:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/internal/nodeprops/TestErrorReadDomainSIDandNameAsString","TestErrorReadDomainSIDandNameAsString"
"Test cases for TestGetScheme","0","TestGetScheme","","Mon Jan 26 21:56:47 UTC 2026","passed","Mon Jan 26 21:56:47 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestGetScheme","TestGetScheme"
"Test cases for TestManagementResource_ListPermissions_PredicateMismatchWithColumn","0","TestManagementResource_ListPermissions_PredicateMismatchWithColumn","","Mon Jan 26 21:57:02 UTC 2026","passed","Mon Jan 26 21:57:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListPermissions_PredicateMismatchWithColumn","TestManagementResource_ListPermissions_PredicateMismatchWithColumn"
"Test cases for TestResources_DeleteSavedQuery_IDMalformed","0","TestResources_DeleteSavedQuery_IDMalformed","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_IDMalformed","TestResources_DeleteSavedQuery_IDMalformed"
"Test cases for TestFetchTenants","0","TestFetchTenants","","Mon Jan 26 21:57:21 UTC 2026","passed","Mon Jan 26 21:57:21 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestFetchTenants","TestFetchTenants"
"Test cases for TestResources_ListADDomainContainedGroups","1","TestResources_ListADDomainContainedGroups","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedGroups","TestResources_ListADDomainContainedGroups"
"","1","will return a list of values","Formatting list properties","Mon Jan 26 21:58:44 UTC 2026","passed","Mon Jan 26 21:58:44 UTC 2026","","","",""
"","5","sets autoDisplayTable to false if query type is node","useExploreTableAutoDisplay","Mon Jan 26 22:00:44 UTC 2026","passed","Mon Jan 26 22:00:44 UTC 2026","","","",""
"","9","renders the LabelSelector when available and on a Label page","TagSelector","Mon Jan 26 21:59:58 UTC 2026","passed","Mon Jan 26 21:59:58 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs_DBError","0","TestResources_ListAuditLogs_DBError","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_DBError","TestResources_ListAuditLogs_DBError"
"","3","returns numbers as strings","numberFormatting","Mon Jan 26 22:01:34 UTC 2026","passed","Mon Jan 26 22:01:34 UTC 2026","","","",""
"","183","displays error if delete button is clicked when no checkbox is selected","DatabaseManagement","Mon Jan 26 22:02:22 UTC 2026","passed","Mon Jan 26 22:02:22 UTC 2026","","","",""
"Test cases for TestIsErrorResponse","0","TestIsErrorResponse","","Mon Jan 26 21:56:43 UTC 2026","passed","Mon Jan 26 21:56:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestIsErrorResponse","TestIsErrorResponse"
"","277","should display correctly","ConfirmationDialog","Mon Jan 26 22:01:35 UTC 2026","passed","Mon Jan 26 22:01:35 UTC 2026","","","",""
"","88","should on clicking remove call clearSelectedItem","EntityInfoHeader","Mon Jan 26 22:00:05 UTC 2026","passed","Mon Jan 26 22:00:05 UTC 2026","","","",""
"","3","uses sequentialLayout by default","Explore utils","Mon Jan 26 22:02:25 UTC 2026","passed","Mon Jan 26 22:02:25 UTC 2026","","initGraph","",""
"Test cases for TestResources_ListADUserSessions","1","TestResources_ListADUserSessions","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADUserSessions","TestResources_ListADUserSessions"
"Test cases for TestManagementResource_UpdateUser_DBError","1052","TestManagementResource_UpdateUser_DBError","","Mon Jan 26 21:57:16 UTC 2026","passed","Mon Jan 26 21:57:17 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_DBError","TestManagementResource_UpdateUser_DBError"
"","68","disables items via itemDisabled and hides the chevron icon visually","<DetailsAccordion />","Mon Jan 26 21:58:22 UTC 2026","passed","Mon Jan 26 21:58:22 UTC 2026","","","",""
"","18","displays CaretDown icon when the sortOrder is desc","ColumnHeaders","Mon Jan 26 22:00:47 UTC 2026","passed","Mon Jan 26 22:00:47 UTC 2026","","SortableHeader","",""
"","1","does not add optional filters if not present","createHistoryParams","Mon Jan 26 22:00:49 UTC 2026","passed","Mon Jan 26 22:00:49 UTC 2026","","","",""
"","16","when password is not expired no redirect occurs","AuthenticatedRoute","Mon Jan 26 22:02:42 UTC 2026","passed","Mon Jan 26 22:02:42 UTC 2026","","","",""
"Test cases for TestGC_Start","1002","TestGC_Start","","Mon Jan 26 21:57:00 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/gc/TestGC_Start","TestGC_Start"
"","272","displays a Filters button","FileIngest","Mon Jan 26 22:00:57 UTC 2026","passed","Mon Jan 26 22:00:57 UTC 2026","","","",""
"","6","sets autoDisplayTable to false if query type is relationship","useExploreTableAutoDisplay","Mon Jan 26 22:00:44 UTC 2026","passed","Mon Jan 26 22:00:44 UTC 2026","","","",""
"Test cases for TestManagementResource_ListRoles_InvalidFilterPredicate","0","TestManagementResource_ListRoles_InvalidFilterPredicate","","Mon Jan 26 21:57:02 UTC 2026","passed","Mon Jan 26 21:57:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles_InvalidFilterPredicate","TestManagementResource_ListRoles_InvalidFilterPredicate"
"","62","returns true when nodes are available","useGraphHasData","Mon Jan 26 22:01:15 UTC 2026","passed","Mon Jan 26 22:01:15 UTC 2026","","","",""
"","739","sets the selectedItem param and closes popper when a node is selected","GraphControls","Mon Jan 26 21:58:16 UTC 2026","passed","Mon Jan 26 21:58:16 UTC 2026","","Searching current results","",""
"Test cases for TestParseLimitQueryParameter_BadFormat","0","TestParseLimitQueryParameter_BadFormat","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseLimitQueryParameter_BadFormat","TestParseLimitQueryParameter_BadFormat"
"","234","sets secondarySearch=id and searchType=node when primarySearch is falsey","ContextMenu","Mon Jan 26 21:58:22 UTC 2026","passed","Mon Jan 26 21:58:23 UTC 2026","","","",""
"","25","selector members refetches on envrionment change","the useAssetGroupTags utilities","Mon Jan 26 21:58:25 UTC 2026","passed","Mon Jan 26 21:58:25 UTC 2026","","","",""
"","219","should display a toggle switch to enable multi-factor authentication","UserProfile","Mon Jan 26 21:59:29 UTC 2026","passed","Mon Jan 26 21:59:30 UTC 2026","","","",""
"","392","calls setFilters when the Confirm button is clicked","Privilege Zones History Filter Dialog","Mon Jan 26 21:59:15 UTC 2026","passed","Mon Jan 26 21:59:16 UTC 2026","","","",""
"Test cases for TestTimeExactEqual","1","TestTimeExactEqual","","Mon Jan 26 21:57:01 UTC 2026","passed","Mon Jan 26 21:57:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeExactEqual","TestTimeExactEqual"
"Test cases for Test_filterNodesToSearchResult_filterEnvironmentsEmpty","0","Test_filterNodesToSearchResult_filterEnvironmentsEmpty","","Mon Jan 26 21:57:04 UTC 2026","passed","Mon Jan 26 21:57:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_filterNodesToSearchResult_filterEnvironmentsEmpty","Test_filterNodesToSearchResult_filterEnvironmentsEmpty"
"","0","returns the difference between the node and the position","getNodeOffset","Mon Jan 26 22:02:51 UTC 2026","passed","Mon Jan 26 22:02:51 UTC 2026","","","",""
"","186","calls the onReset prop when the crop button is clicked","GraphControls","Mon Jan 26 21:58:12 UTC 2026","passed","Mon Jan 26 21:58:12 UTC 2026","","Resetting graph","",""
"Test cases for TestRoleAssignments_UsersWithoutRoles","0","TestRoleAssignments_UsersWithoutRoles","","Mon Jan 26 21:57:21 UTC 2026","passed","Mon Jan 26 21:57:21 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestRoleAssignments_UsersWithoutRoles","TestRoleAssignments_UsersWithoutRoles"
"Test cases for TestParseKind","1","TestParseKind","","Mon Jan 26 21:57:18 UTC 2026","passed","Mon Jan 26 21:57:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/TestParseKind","TestParseKind"
"","715","displays a Upload Files button","FileIngest","Mon Jan 26 22:00:56 UTC 2026","passed","Mon Jan 26 22:00:57 UTC 2026","","","",""
"","201","renders","EarlyAccessFeatureToggle","Mon Jan 26 22:02:48 UTC 2026","passed","Mon Jan 26 22:02:48 UTC 2026","","","",""
"","503","triggers a file download when a download button is clicked","DownloadCollectors","Mon Jan 26 22:02:14 UTC 2026","passed","Mon Jan 26 22:02:15 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateOIDCProvider","1","TestManagementResource_UpdateOIDCProvider","","Mon Jan 26 21:57:43 UTC 2026","passed","Mon Jan 26 21:57:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateOIDCProvider","TestManagementResource_UpdateOIDCProvider"
"Test cases for Test_GetApplicationConfigurations","0","Test_GetApplicationConfigurations","","Mon Jan 26 21:56:55 UTC 2026","passed","Mon Jan 26 21:56:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_GetApplicationConfigurations","Test_GetApplicationConfigurations"
"","7","does not return when zone limit is not reached","useTagLimits","Mon Jan 26 21:58:01 UTC 2026","passed","Mon Jan 26 21:58:01 UTC 2026","","","",""
"Test cases for TestAuditLogin","1","TestAuditLogin","","Mon Jan 26 21:56:42 UTC 2026","passed","Mon Jan 26 21:56:42 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAuditLogin","TestAuditLogin"
"","12","when there is no ID in the URL and no tags available, no ID is returned (it is undefined)","usePZQueryParams","Mon Jan 26 21:59:52 UTC 2026","passed","Mon Jan 26 21:59:52 UTC 2026","","","",""
"","132","does not make feature-flag request if user is not fully authenticated","app","Mon Jan 26 22:02:42 UTC 2026","passed","Mon Jan 26 22:02:42 UTC 2026","","<Inner />","",""
"","1","determines glyphs with the tier_managent_engine feature flag enabled","getNodeGlyphs","Mon Jan 26 22:02:25 UTC 2026","passed","Mon Jan 26 22:02:25 UTC 2026","","","",""
"","135","calls onCancel when cancel button clicked","EarlyAccessFeaturesWarningDialog","Mon Jan 26 22:02:54 UTC 2026","passed","Mon Jan 26 22:02:55 UTC 2026","","","",""
